,userId,night_inputDt,pmEmotion,pmStress,ifUnusual,breakfast,lunch,dinner,lateSnack,amCaffeine,amCaffAmount,pmCaffeine,pmCaffAmount,alcohol,aAmount,date,sleep,inputDt,sleepProblem,dream,amCondition,amEmotion,total_CaffAmount
0,116,2020-01-31 23:17,5.0,5.0,2.0,3.0,3.0,3.0,4.0,,,,,,,2020-01-31,4.0,2020-02-01 11:04,0.0,2.0,4.0,4.0,
0,116,2020-02-01 23:43,5.0,5.0,2.0,4.0,3.0,3.0,2.0,,,,,,,2020-02-01,2.0,2020-02-02 8:31,3.0,1.0,3.0,3.0,
0,116,2020-02-02 23:12,5.0,4.0,2.0,3.0,3.0,3.0,4.0,,,,,,,2020-02-02,4.0,2020-02-03 7:33,3.0,2.0,4.0,4.0,
0,116,2020-02-03 22:20,4.0,4.0,2.0,3.0,3.0,3.0,4.0,,,,,,,2020-02-03,4.0,2020-02-04 7:34,0.0,4.0,4.0,4.0,
0,116,2020-02-04 22:28,4.0,4.0,2.0,4.0,3.0,2.0,4.0,,,,,,,2020-02-04,4.0,2020-02-05 9:33,0.0,1.0,4.0,4.0,
0,117,2020-01-18 22:29,3.0,4.0,1.0,4.0,3.0,3.0,4.0,coffee,1.0,,,,,2020-01-18,4.0,2020-01-19 9:44,0.0,4.0,3.0,3.0,
0,117,2020-01-19 22:43,3.0,4.0,2.0,4.0,3.0,3.0,4.0,coffee,1.0,,,,,2020-01-19,5.0,2020-01-20 8:43,5.0,4.0,2.0,3.0,
0,117,2020-01-20 22:41,4.0,4.0,2.0,3.0,3.0,3.0,3.0,,,,,,,2020-01-20,3.0,2020-01-21 8:23,2.0,4.0,2.0,3.0,
0,117,2020-01-21 22:58,3.0,4.0,2.0,3.0,3.0,3.0,4.0,,,,,,,2020-01-21,4.0,2020-01-22 8:34,5.0,4.0,2.0,2.0,
0,117,2020-01-22 23:02,3.0,2.0,2.0,3.0,3.0,3.0,4.0,coffee,1.0,,,,,2020-01-22,5.0,2020-01-23 8:40,0.0,4.0,2.0,3.0,
0,117,2020-01-23 23:17,4.0,4.0,2.0,2.0,2.0,3.0,3.0,coffee,1.0,,,,,2020-01-23,2.0,2020-01-24 10:22,2.0,4.0,2.0,3.0,
0,117,2020-01-24 23:24,4.0,5.0,1.0,2.0,3.0,3.0,4.0,,,,,beer,1.0,2020-01-24,2.0,2020-01-25 7:39,0.0,4.0,1.0,2.0,
0,117,2020-01-25 23:11,4.0,5.0,1.0,2.0,2.0,2.0,3.0,,,,,,,2020-01-25,4.0,2020-01-26 10:12,2.0,4.0,2.0,3.0,
0,117,2020-01-26 22:35,2.0,2.0,1.0,3.0,3.0,3.0,2.0,,,,,wine,1.0,2020-01-26,3.0,2020-01-27 10:20,8.0,4.0,2.0,3.0,
0,117,2020-01-27 22:57,3.0,4.0,1.0,3.0,3.0,2.0,4.0,,,,,,,2020-01-27,3.0,2020-01-28 8:33,4.0,4.0,4.0,3.0,
0,117,2020-01-28 23:14,3.0,4.0,2.0,4.0,2.0,3.0,4.0,,,,,,,2020-01-28,2.0,2020-01-29 8:31,2.0,4.0,2.0,2.0,
0,117,2020-01-29 23:18,2.0,2.0,2.0,4.0,3.0,2.0,4.0,coffee,1.0,,,,,2020-01-29,3.0,2020-01-30 8:44,2.0,4.0,3.0,2.0,
0,117,2020-01-30 23:00,3.0,4.0,2.0,4.0,3.0,2.0,4.0,coffee,1.0,,,,,2020-01-30,1.0,2020-01-31 8:39,5.0,4.0,2.0,1.0,
0,117,2020-01-31 23:23,5.0,5.0,2.0,4.0,3.0,3.0,4.0,,,,,,,2020-01-31,2.0,2020-02-01 6:37,2.0,4.0,1.0,2.0,
0,117,2020-02-01 22:55,5.0,4.0,1.0,4.0,2.0,3.0,4.0,,,,,beer,1.0,2020-02-01,3.0,2020-02-02 10:38,0.0,4.0,3.0,3.0,
0,117,2020-02-02 22:57,4.0,4.0,1.0,4.0,2.0,3.0,4.0,,,,,,,2020-02-02,4.0,2020-02-03 7:33,0.0,4.0,2.0,4.0,
0,118,2020-01-27 21:51,4.0,3.0,2.0,3.0,3.0,3.0,4.0,,,coffee,2.0,,,2020-01-27,3.0,2020-01-28 5:05,2.0,4.0,3.0,2.0,
0,118,2020-01-28 23:15,4.0,2.0,2.0,3.0,3.0,3.0,4.0,,,coffee,1.0,beer,1.0,2020-01-28,4.0,2020-01-29 8:10,0.0,4.0,4.0,3.0,
0,118,2020-01-30 21:17,4.0,1.0,1.0,3.0,3.0,3.0,3.0,coffee,3.0,,,,,2020-01-30,3.0,2020-01-31 8:32,0.0,2.0,1.0,2.0,
0,118,2020-01-31 23:30,3.0,3.0,2.0,3.0,3.0,3.0,3.0,coffee,3.0,,,soju,1.0,2020-01-31,4.0,2020-02-01 9:13,0.0,4.0,3.0,3.0,
0,118,2020-02-01 23:06,4.0,4.0,2.0,3.0,3.0,3.0,4.0,,,coffee,1.0,,,2020-02-01,3.0,2020-02-02 9:13,0.0,4.0,3.0,3.0,
0,118,2020-02-02 21:07,4.0,4.0,2.0,3.0,3.0,3.0,3.0,coffee,1.0,coffee,1.0,,,2020-02-02,4.0,2020-02-03 8:09,0.0,4.0,4.0,3.0,2.0
0,118,2020-02-03 18:47,3.0,3.0,2.0,3.0,3.0,3.0,4.0,,,,,,,2020-02-03,4.0,2020-02-04 10:35,0.0,2.0,3.0,3.0,
0,118,2020-02-04 22:44,3.0,1.0,1.0,3.0,3.0,3.0,4.0,,,coffee,1.0,,,2020-02-04,4.0,2020-02-05 5:06,0.0,4.0,4.0,4.0,
0,118,2020-02-09 23:06,3.0,1.0,2.0,3.0,3.0,3.0,4.0,,,coffee,1.0,beer,1.0,2020-02-09,3.0,2020-02-10 6:31,9.0,2.0,3.0,2.0,
0,118,2020-02-10 22:44,2.0,1.0,2.0,3.0,3.0,3.0,4.0,,,coffee,1.0,beer,1.0,2020-02-10,2.0,2020-02-11 7:02,9.0,4.0,2.0,1.0,
0,118,2020-02-11 23:15,4.0,3.0,2.0,3.0,3.0,3.0,4.0,,,,,,,2020-02-11,2.0,2020-02-12 6:35,9.0,4.0,3.0,3.0,
0,118,2020-02-12 23:26,3.0,2.0,2.0,3.0,3.0,3.0,4.0,coffee,1.0,coffee,1.0,,,2020-02-12,4.0,2020-02-13 7:02,0.0,4.0,4.0,3.0,2.0
0,118,2020-02-13 21:35,3.0,3.0,2.0,3.0,3.0,3.0,4.0,,,coffee,1.0,,,2020-02-13,4.0,2020-02-14 6:39,0.0,2.0,4.0,3.0,
0,118,2020-02-14 22:05,4.0,3.0,2.0,3.0,3.0,3.0,4.0,,,,,beer,2.0,2020-02-14,2.0,2020-02-15 10:11,0.0,4.0,2.0,3.0,
0,118,2020-02-15 21:02,3.0,3.0,2.0,3.0,3.0,3.0,4.0,,,,,beer,1.0,2020-02-15,4.0,2020-02-16 6:37,0.0,4.0,4.0,3.0,
0,119,2020-01-22 21:08,4.0,4.0,2.0,3.0,3.0,3.0,4.0,,,,,,,2020-01-22,4.0,2020-01-23 8:23,0.0,4.0,4.0,4.0,
0,119,2020-01-23 21:11,5.0,5.0,2.0,3.0,3.0,3.0,3.0,coffee,1.0,,,,,2020-01-23,3.0,2020-01-24 7:11,3.0,4.0,4.0,4.0,
0,119,2020-01-24 20:55,4.0,4.0,2.0,3.0,3.0,3.0,3.0,,,,,,,2020-01-24,4.0,2020-01-25 8:23,0.0,4.0,4.0,4.0,
0,119,2020-01-25 21:44,4.0,4.0,2.0,3.0,3.0,3.0,4.0,,,,,,,2020-01-25,4.0,2020-01-26 7:37,0.0,4.0,4.0,4.0,
0,119,2020-01-26 20:56,5.0,4.0,2.0,3.0,3.0,3.0,4.0,,,,,,,2020-01-26,4.0,2020-01-27 7:39,0.0,4.0,5.0,5.0,
0,119,2020-01-27 21:57,5.0,4.0,2.0,3.0,3.0,3.0,4.0,,,,,,,2020-01-27,4.0,2020-01-28 7:45,0.0,4.0,4.0,4.0,
0,119,2020-01-28 21:19,3.0,4.0,2.0,3.0,3.0,3.0,4.0,,,,,,,2020-01-28,4.0,2020-01-29 8:00,0.0,4.0,4.0,4.0,
0,119,2020-01-29 22:56,4.0,4.0,2.0,3.0,3.0,3.0,4.0,,,,,,,2020-01-29,4.0,2020-01-30 7:36,0.0,4.0,5.0,5.0,
0,119,2020-01-31 22:01,4.0,5.0,2.0,3.0,3.0,3.0,4.0,,,,,,,2020-01-31,4.0,2020-02-01 7:40,0.0,4.0,5.0,4.0,
0,119,2020-02-01 21:05,4.0,4.0,2.0,3.0,3.0,3.0,4.0,,,,,,,2020-02-01,4.0,2020-02-02 7:28,0.0,4.0,4.0,4.0,
0,119,2020-02-02 20:00,4.0,4.0,2.0,3.0,3.0,3.0,4.0,,,,,,,2020-02-02,4.0,2020-02-03 8:21,0.0,4.0,5.0,4.0,
0,119,2020-02-03 21:45,4.0,4.0,2.0,3.0,3.0,3.0,4.0,,,,,,,2020-02-03,2.0,2020-02-04 5:13,2.0,4.0,4.0,2.0,
0,119,2020-02-04 20:55,4.0,4.0,2.0,3.0,3.0,3.0,4.0,,,,,,,2020-02-04,4.0,2020-02-05 8:00,0.0,4.0,4.0,4.0,
0,120,2020-01-18 1:03,4.0,4.0,2.0,4.0,1.0,4.0,2.0,,,,,,,2020-01-18,4.0,2020-01-19 10:05,0.0,2.0,3.0,3.0,
0,120,2020-01-19 1:02,4.0,4.0,2.0,4.0,2.0,2.0,2.0,,,,,,,2020-01-19,4.0,2020-01-20 11:04,9.0,4.0,2.0,3.0,
0,120,2020-01-20 2:45,3.0,3.0,2.0,4.0,2.0,3.0,2.0,,,,,,,2020-01-20,4.0,2020-01-21 11:29,0.0,4.0,2.0,3.0,
0,120,2020-01-21 23:49,3.0,5.0,2.0,4.0,3.0,2.0,4.0,,,,,,,2020-01-21,4.0,2020-01-22 11:32,0.0,4.0,2.0,3.0,
0,120,2020-01-22 23:58,3.0,4.0,2.0,4.0,1.0,4.0,2.0,,,,,,,2020-01-22,3.0,2020-01-23 9:49,9.0,2.0,2.0,3.0,
0,120,2020-01-23 23:57,4.0,5.0,2.0,2.0,3.0,3.0,4.0,,,,,soju,1.0,2020-01-23,4.0,2020-01-24 7:29,0.0,4.0,2.0,3.0,
0,120,2020-01-24 22:27,4.0,5.0,2.0,2.0,3.0,3.0,4.0,,,,,,,2020-01-24,4.0,2020-01-25 10:09,5.0,2.0,2.0,3.0,
0,120,2020-01-28 22:46,4.0,5.0,2.0,2.0,2.0,3.0,4.0,,,,,,,2020-01-28,4.0,2020-01-29 11:43,9.0,3.0,3.0,4.0,
0,120,2020-01-29 23:39,3.0,5.0,2.0,4.0,1.0,2.0,2.0,,,,,,,2020-01-29,3.0,2020-01-30 8:22,0.0,4.0,2.0,3.0,
0,120,2020-01-30 20:55,3.0,3.0,2.0,4.0,1.0,2.0,4.0,,,,,,,2020-01-30,4.0,2020-01-31 11:31,0.0,4.0,4.0,4.0,
0,120,2020-02-05 23:44,4.0,4.0,2.0,4.0,3.0,3.0,4.0,,,,,,,2020-02-05,4.0,2020-02-06 9:55,0.0,4.0,2.0,3.0,
0,120,2020-02-06 23:34,3.0,4.0,2.0,2.0,3.0,3.0,4.0,,,,,,,2020-02-06,4.0,2020-02-07 10:57,0.0,4.0,2.0,3.0,
0,120,2020-02-07 23:20,3.0,2.0,2.0,2.0,3.0,3.0,3.0,,,,,,,2020-02-07,4.0,2020-02-08 11:56,0.0,3.0,3.0,4.0,
0,120,2020-02-09 23:56,4.0,4.0,2.0,4.0,3.0,3.0,2.0,,,,,,,2020-02-09,4.0,2020-02-10 11:09,0.0,4.0,3.0,4.0,
0,120,2020-02-10 23:42,3.0,4.0,2.0,2.0,2.0,3.0,4.0,,,,,,,2020-02-10,3.0,2020-02-11 11:20,0.0,4.0,2.0,3.0,
0,120,2020-02-11 23:35,3.0,4.0,2.0,4.0,1.0,3.0,2.0,,,,,,,2020-02-11,3.0,2020-02-12 9:51,0.0,4.0,2.0,3.0,
0,120,2020-02-12 23:48,4.0,5.0,2.0,4.0,3.0,3.0,2.0,,,,,,,2020-02-12,3.0,2020-02-13 11:00,0.0,4.0,2.0,2.0,
