,Unnamed: 0,userId,night_inputDt,pmEmotion,pmStress,ifUnusual,breakfast,lunch,dinner,lateSnack,amCaffeine,amCaffAmount,pmCaffeine,pmCaffAmount,alcohol,aAmount,date,sleep,inputDt,sleepProblem,dream,amCondition,amEmotion,total_CaffAmount,date_m,startDt,endDt,device,sleep_score,total_sleep_time,time_in_bed,waso,wakeupcount,aal,movement_index,fragmentation_index,sleep_frag_index
14,14,106,2020-02-10 1:44,5.0,5.0,2.0,3.0,3.0,3.0,4.0,,,,,,,2020-02-10,5.0,2020-02-11 11:30,0.0,4.0,5.0,5.0,,2020-02-11,2020-02-11 0:39,2020-02-11 5:31,Actigraph,96.92,16980,17520,540.0,5.0,1.8,5.822,0.0,5.822
15,15,106,2020-02-10 1:44,5.0,5.0,2.0,3.0,3.0,3.0,4.0,,,,,,,2020-02-10,5.0,2020-02-11 11:30,0.0,4.0,5.0,5.0,,2020-02-11,2020-02-11 5:44,2020-02-11 11:27,Actigraph,87.17,17940,20580,2640.0,16.0,2.75,17.493,11.765,29.258
0,0,107,2019-12-31 22:12,4.0,4.0,2.0,4.0,3.0,3.0,4.0,,,tea,1.0,,,2019-12-31,4.0,2020-01-01 13:27,4.0,4.0,2.0,3.0,,2020-01-01,2020-01-01 4:12,2020-01-01 8:52,Actigraph,89.64,15060,16800,1740.0,21.0,1.38,7.857,18.182,26.039
1,1,107,2019-12-31 22:12,4.0,4.0,2.0,4.0,3.0,3.0,4.0,,,tea,1.0,,,2019-12-31,4.0,2020-01-01 13:27,4.0,4.0,2.0,3.0,,2020-01-01,2020-01-01 9:10,2020-01-01 12:13,Actigraph,81.42,8940,10980,2040.0,10.0,3.4,12.022,27.273,39.295
2,2,107,2020-01-02 22:15,5.0,4.0,2.0,3.0,2.0,3.0,4.0,coffee,2.0,,,,,2020-01-02,4.0,2020-01-03 7:54,0.0,2.0,4.0,4.0,,2020-01-03,2020-01-03 0:09,2020-01-03 6:19,Actigraph,90.81,20160,22200,2040.0,15.0,2.27,11.622,6.25,17.872
3,3,107,2020-01-03 23:37,3.0,2.0,2.0,3.0,3.0,3.0,4.0,,,,,,,2020-01-03,4.0,2020-01-04 10:11,4.0,4.0,4.0,4.0,,2020-01-04,2020-01-03 6:35,2020-01-04 0:34,Actigraph,99.35,64320,64740,420.0,1.0,7.0,0.278,0.0,0.278
4,4,107,2020-01-03 23:37,3.0,2.0,2.0,3.0,3.0,3.0,4.0,,,,,,,2020-01-03,4.0,2020-01-04 10:11,4.0,4.0,4.0,4.0,,2020-01-04,2020-01-04 1:17,2020-01-04 9:01,Actigraph,84.91,23640,27840,4200.0,29.0,2.41,10.345,23.333,33.678
5,5,107,2020-01-04 23:17,5.0,4.0,2.0,4.0,3.0,3.0,3.0,,,coffee,1.0,beer,1.0,2020-01-04,4.0,2020-01-05 11:02,4.0,3.0,3.0,4.0,,2020-01-05,2020-01-04 10:21,2020-01-05 2:20,Actigraph,99.9,57480,57540,60.0,1.0,1.0,0.521,0.0,0.521
6,6,107,2020-01-04 23:17,5.0,4.0,2.0,4.0,3.0,3.0,3.0,,,coffee,1.0,beer,1.0,2020-01-04,4.0,2020-01-05 11:02,4.0,3.0,3.0,4.0,,2020-01-05,2020-01-05 3:07,2020-01-05 9:24,Actigraph,92.57,20940,22620,1680.0,18.0,1.56,9.284,15.789,25.073
7,7,107,2020-01-05 23:41,4.0,4.0,2.0,3.0,3.0,3.0,3.0,,,coffee,2.0,,,2020-01-05,4.0,2020-01-06 8:36,0.0,3.0,4.0,4.0,,2020-01-06,2020-01-05 12:28,2020-01-06 1:06,Actigraph,99.08,45060,45480,420.0,1.0,7.0,0.132,0.0,0.132
8,8,107,2020-01-05 23:41,4.0,4.0,2.0,3.0,3.0,3.0,3.0,,,coffee,2.0,,,2020-01-05,4.0,2020-01-06 8:36,0.0,3.0,4.0,4.0,,2020-01-06,2020-01-06 1:35,2020-01-06 6:14,Actigraph,92.47,15480,16740,1260.0,16.0,1.31,10.036,0.0,10.036
9,9,107,2020-01-06 22:50,5.0,5.0,2.0,3.0,3.0,3.0,3.0,,,,,,,2020-01-06,5.0,2020-01-07 7:26,0.0,4.0,5.0,5.0,,2020-01-07,2020-01-06 7:32,2020-01-07 0:49,Actigraph,100.0,62220,62220,0.0,0.0,0.0,0.0,0.0,0.0
10,10,107,2020-01-06 22:50,5.0,5.0,2.0,3.0,3.0,3.0,3.0,,,,,,,2020-01-06,5.0,2020-01-07 7:26,0.0,4.0,5.0,5.0,,2020-01-07,2020-01-07 1:24,2020-01-07 6:14,Actigraph,96.21,16740,17400,660.0,5.0,2.2,4.828,0.0,4.828
11,11,107,2020-01-06 22:50,5.0,5.0,2.0,3.0,3.0,3.0,3.0,,,,,,,2020-01-06,5.0,2020-01-07 7:26,0.0,4.0,5.0,5.0,,2020-01-07,2020-01-07 6:50,2020-01-07 23:23,Actigraph,99.9,59520,59580,60.0,1.0,1.0,0.101,0.0,0.101
12,12,107,2020-01-07 22:27,4.0,4.0,2.0,3.0,3.0,3.0,4.0,coffee,1.0,coffee,1.0,,,2020-01-07,3.0,2020-01-08 8:03,5.0,4.0,3.0,3.0,2.0,2020-01-08,2020-01-08 0:11,2020-01-08 6:13,Actigraph,94.48,20520,21720,1200.0,16.0,1.25,6.906,11.765,18.671
13,13,107,2020-01-07 22:27,4.0,4.0,2.0,3.0,3.0,3.0,4.0,coffee,1.0,coffee,1.0,,,2020-01-07,3.0,2020-01-08 8:03,5.0,4.0,3.0,3.0,2.0,2020-01-08,2020-01-08 6:57,2020-01-08 22:53,Actigraph,100.0,57360,57360,0.0,0.0,0.0,0.209,0.0,0.209
14,14,107,2020-01-11 22:57,4.0,4.0,2.0,2.0,2.0,2.0,2.0,,,,,,,2020-01-11,2.0,2020-01-12 13:11,4.0,3.0,2.0,4.0,,2020-01-12,2020-01-12 2:16,2020-01-12 10:09,Actigraph,86.05,24420,28380,3960.0,30.0,2.2,13.742,6.452,20.194
15,15,107,2020-01-13 0:00,4.0,4.0,2.0,2.0,2.0,2.0,4.0,,,,,,,2020-01-13,5.0,2020-01-14 7:26,0.0,4.0,4.0,2.0,,2020-01-14,2020-01-13 6:41,2020-01-14 0:34,Actigraph,100.0,64380,64380,0.0,0.0,0.0,0.0,0.0,0.0
16,16,107,2020-01-13 0:00,4.0,4.0,2.0,2.0,2.0,2.0,4.0,,,,,,,2020-01-13,5.0,2020-01-14 7:26,0.0,4.0,4.0,2.0,,2020-01-14,2020-01-14 1:10,2020-01-14 6:15,Actigraph,91.8,16800,18300,1500.0,19.0,1.32,6.557,15.0,21.557
17,17,107,2020-01-14 23:56,4.0,4.0,2.0,3.0,3.0,3.0,3.0,coffee,2.0,coffee,1.0,,,2020-01-14,4.0,2020-01-15 7:21,0.0,2.0,4.0,4.0,3.0,2020-01-15,2020-01-14 6:42,2020-01-15 0:10,Actigraph,100.0,62880,62880,0.0,0.0,0.0,0.095,0.0,0.095
18,18,107,2020-01-14 23:56,4.0,4.0,2.0,3.0,3.0,3.0,3.0,coffee,2.0,coffee,1.0,,,2020-01-14,4.0,2020-01-15 7:21,0.0,2.0,4.0,4.0,3.0,2020-01-15,2020-01-15 0:45,2020-01-15 6:14,Actigraph,91.19,18000,19740,1740.0,14.0,2.07,6.991,0.0,6.991
19,19,107,2020-01-14 23:56,4.0,4.0,2.0,3.0,3.0,3.0,3.0,coffee,2.0,coffee,1.0,,,2020-01-14,4.0,2020-01-15 7:21,0.0,2.0,4.0,4.0,3.0,2020-01-15,2020-01-15 7:11,2020-01-15 22:16,Actigraph,100.0,54300,54300,0.0,0.0,0.0,0.0,0.0,0.0
20,20,107,2020-01-15 22:14,4.0,4.0,2.0,3.0,2.0,3.0,4.0,,,coffee,1.0,,,2020-01-15,4.0,2020-01-16 8:37,5.0,4.0,2.0,2.0,,2020-01-16,2020-01-15 23:53,2020-01-16 6:13,Actigraph,96.05,21900,22800,900.0,13.0,1.15,6.842,21.429,28.271
21,21,107,2020-01-16 23:27,4.0,4.0,2.0,3.0,3.0,3.0,3.0,,,coffee,1.0,,,2020-01-16,2.0,2020-01-17 6:41,0.0,2.0,1.0,3.0,,2020-01-17,2020-01-16 6:43,2020-01-17 0:13,Actigraph,100.0,63000,63000,0.0,0.0,0.0,0.095,0.0,0.095
22,22,107,2020-01-16 23:27,4.0,4.0,2.0,3.0,3.0,3.0,3.0,,,coffee,1.0,,,2020-01-16,2.0,2020-01-17 6:41,0.0,2.0,1.0,3.0,,2020-01-17,2020-01-17 0:57,2020-01-17 6:11,Actigraph,88.54,16680,18840,2160.0,13.0,2.77,7.006,7.143,14.149
23,23,107,2020-01-16 23:27,4.0,4.0,2.0,3.0,3.0,3.0,3.0,,,coffee,1.0,,,2020-01-16,2.0,2020-01-17 6:41,0.0,2.0,1.0,3.0,,2020-01-17,2020-01-17 8:06,2020-01-17 17:32,Actigraph,100.0,33960,33960,0.0,0.0,0.0,1.237,0.0,1.237
0,0,108,2019-12-09 23:36,2.0,3.0,1.0,2.0,3.0,3.0,2.0,,,coffee,1.0,beer,1.0,2019-12-09,3.0,2019-12-10 8:21,6.0,2.0,2.0,2.0,,2019-12-10,2019-12-09 18:07,2019-12-10 3:06,Actigraph,100.0,32340,32340,0.0,0.0,0.0,0.0,0.0,0.0
1,1,108,2019-12-10 21:44,2.0,1.0,1.0,1.0,2.0,3.0,4.0,,,coffee,1.0,,,2019-12-10,3.0,2019-12-11 9:13,6.0,4.0,3.0,3.0,,2019-12-11,2019-12-10 8:27,2019-12-11 0:30,Actigraph,99.79,57660,57780,120.0,2.0,1.0,0.623,0.0,0.623
2,2,108,2019-12-10 21:44,2.0,1.0,1.0,1.0,2.0,3.0,4.0,,,coffee,1.0,,,2019-12-10,3.0,2019-12-11 9:13,6.0,4.0,3.0,3.0,,2019-12-11,2019-12-11 4:08,2019-12-11 8:40,Actigraph,87.13,14220,16320,2100.0,15.0,2.33,7.353,0.0,7.353
3,3,108,2019-12-11 22:19,2.0,4.0,2.0,3.0,1.0,2.0,4.0,,,,,,,2019-12-11,4.0,2019-12-12 11:11,6.0,4.0,4.0,2.0,,2019-12-12,2019-12-11 9:19,2019-12-12 2:31,Actigraph,98.45,60960,61920,960.0,6.0,2.67,1.841,14.286,16.127
4,4,108,2019-12-11 22:19,2.0,4.0,2.0,3.0,1.0,2.0,4.0,,,,,,,2019-12-11,4.0,2019-12-12 11:11,6.0,4.0,4.0,2.0,,2019-12-12,2019-12-12 2:42,2019-12-12 5:32,Actigraph,82.94,8460,10200,1740.0,10.0,2.9,9.412,9.091,18.503
5,5,108,2019-12-12 23:39,4.0,4.0,2.0,4.0,2.0,4.0,2.0,,,coffee,1.0,,,2019-12-12,2.0,2019-12-13 11:23,0.0,4.0,1.0,2.0,,2019-12-13,2019-12-12 10:06,2019-12-13 3:36,Actigraph,98.76,62220,63000,780.0,5.0,2.6,1.048,0.0,1.048
6,6,108,2019-12-12 23:39,4.0,4.0,2.0,4.0,2.0,4.0,2.0,,,coffee,1.0,,,2019-12-12,2.0,2019-12-13 11:23,0.0,4.0,1.0,2.0,,2019-12-13,2019-12-13 7:25,2019-12-13 11:18,Actigraph,87.12,12180,13980,1800.0,13.0,2.31,9.442,14.286,23.728
7,7,108,2019-12-13 23:28,3.0,4.0,2.0,4.0,3.0,3.0,4.0,,,coffee,1.0,,,2019-12-13,2.0,2019-12-14 12:09,6.0,4.0,2.0,4.0,,2019-12-14,2019-12-13 11:30,2019-12-14 2:59,Actigraph,99.68,55560,55740,180.0,3.0,1.0,2.476,0.0,2.476
8,8,108,2019-12-13 23:28,3.0,4.0,2.0,4.0,3.0,3.0,4.0,,,coffee,1.0,,,2019-12-13,2.0,2019-12-14 12:09,6.0,4.0,2.0,4.0,,2019-12-14,2019-12-14 6:39,2019-12-14 11:12,Actigraph,79.85,13080,16380,3300.0,16.0,3.44,10.623,23.529,34.152
9,9,108,2019-12-14 23:37,3.0,2.0,1.0,4.0,2.0,2.0,4.0,coffee,1.0,,,,,2019-12-14,3.0,2019-12-15 11:39,5.0,4.0,3.0,4.0,,2019-12-15,2019-12-14 11:24,2019-12-15 3:28,Actigraph,98.13,56760,57840,1080.0,3.0,6.0,1.452,0.0,1.452
10,10,108,2019-12-14 23:37,3.0,2.0,1.0,4.0,2.0,2.0,4.0,coffee,1.0,,,,,2019-12-14,3.0,2019-12-15 11:39,5.0,4.0,3.0,4.0,,2019-12-15,2019-12-15 3:57,2019-12-15 10:06,Actigraph,75.34,16680,22140,5460.0,23.0,3.96,13.821,20.833,34.654
11,11,108,2019-12-15 23:44,3.0,2.0,1.0,4.0,3.0,3.0,4.0,,,coffee,1.0,,,2019-12-15,2.0,2019-12-16 11:15,0.0,2.0,1.0,2.0,,2019-12-16,2019-12-15 11:32,2019-12-16 4:02,Actigraph,99.29,58980,59400,420.0,2.0,3.5,0.303,0.0,0.303
12,12,108,2019-12-15 23:44,3.0,2.0,1.0,4.0,3.0,3.0,4.0,,,coffee,1.0,,,2019-12-15,2.0,2019-12-16 11:15,0.0,2.0,1.0,2.0,,2019-12-16,2019-12-16 5:55,2019-12-16 8:57,Actigraph,90.11,9840,10920,1080.0,5.0,3.6,6.044,0.0,6.044
13,13,108,2019-12-16 23:30,4.0,4.0,2.0,4.0,3.0,4.0,2.0,,,coffee,1.0,,,2019-12-16,3.0,2019-12-17 14:01,0.0,4.0,2.0,2.0,,2019-12-17,2019-12-16 9:10,2019-12-17 4:08,Actigraph,98.15,67020,68280,1260.0,11.0,1.91,3.779,0.0,3.779
14,14,108,2019-12-16 23:30,4.0,4.0,2.0,4.0,3.0,4.0,2.0,,,coffee,1.0,,,2019-12-16,3.0,2019-12-17 14:01,0.0,4.0,2.0,2.0,,2019-12-17,2019-12-17 8:49,2019-12-17 13:50,Actigraph,79.07,14280,18060,3780.0,16.0,3.94,13.621,11.765,25.386
15,15,108,2019-12-17 23:39,3.0,4.0,2.0,4.0,2.0,2.0,4.0,,,coffee,1.0,,,2019-12-17,4.0,2019-12-18 12:43,0.0,2.0,4.0,3.0,,2019-12-18,2019-12-17 14:01,2019-12-18 2:12,Actigraph,100.0,43860,43860,0.0,0.0,0.0,0.821,0.0,0.821
16,16,108,2019-12-17 23:39,3.0,4.0,2.0,4.0,2.0,2.0,4.0,,,coffee,1.0,,,2019-12-17,4.0,2019-12-18 12:43,0.0,2.0,4.0,3.0,,2019-12-18,2019-12-18 4:16,2019-12-18 10:33,Actigraph,83.82,18960,22620,3660.0,19.0,3.21,9.814,5.0,14.814
17,17,108,2019-12-18 23:41,3.0,5.0,2.0,4.0,3.0,2.0,3.0,,,coffee,2.0,,,2019-12-18,3.0,2019-12-19 11:40,5.0,4.0,2.0,3.0,,2019-12-19,2019-12-18 10:59,2019-12-19 4:42,Actigraph,98.68,62940,63780,840.0,7.0,2.0,1.317,0.0,1.317
18,18,108,2019-12-19 23:40,1.0,1.0,2.0,4.0,3.0,2.0,1.0,,,coffee,1.0,,,2019-12-19,2.0,2019-12-20 8:43,1.0,4.0,2.0,2.0,,2019-12-20,2019-12-19 11:40,2019-12-20 2:34,Actigraph,99.89,53580,53640,60.0,1.0,1.0,0.112,0.0,0.112
19,19,108,2019-12-19 23:40,1.0,1.0,2.0,4.0,3.0,2.0,1.0,,,coffee,1.0,,,2019-12-19,2.0,2019-12-20 8:43,1.0,4.0,2.0,2.0,,2019-12-20,2019-12-20 4:32,2019-12-20 7:31,Actigraph,90.5,9720,10740,1020.0,7.0,2.43,6.145,0.0,6.145
20,20,108,2019-12-20 23:06,5.0,5.0,2.0,4.0,1.0,3.0,4.0,,,coffee,1.0,,,2019-12-20,3.0,2019-12-21 8:43,5.0,2.0,2.0,3.0,,2019-12-21,2019-12-20 8:30,2019-12-21 3:11,Actigraph,99.91,67200,67260,60.0,1.0,1.0,1.606,0.0,1.606
21,21,108,2019-12-21 23:12,5.0,5.0,2.0,4.0,3.0,3.0,4.0,,,coffee,1.0,,,2019-12-21,2.0,2019-12-22 11:49,7.0,1.0,2.0,2.0,,2019-12-22,2019-12-21 8:15,2019-12-22 6:37,Actigraph,97.62,78600,80520,1920.0,13.0,2.46,2.235,21.429,23.664
22,22,108,2019-12-22 23:34,4.0,5.0,2.0,4.0,3.0,2.0,2.0,,,coffee,1.0,,,2019-12-22,3.0,2019-12-23 9:06,6.0,4.0,2.0,3.0,,2019-12-23,2019-12-22 8:11,2019-12-23 0:34,Actigraph,96.13,56700,58980,2280.0,16.0,2.38,4.273,0.0,4.273
23,23,108,2019-12-22 23:34,4.0,5.0,2.0,4.0,3.0,2.0,2.0,,,coffee,1.0,,,2019-12-22,3.0,2019-12-23 9:06,6.0,4.0,2.0,3.0,,2019-12-23,2019-12-23 2:55,2019-12-23 7:24,Actigraph,83.27,13440,16140,2700.0,16.0,2.81,9.665,11.765,21.43
24,24,108,2019-12-23 23:46,4.0,2.0,2.0,4.0,3.0,3.0,4.0,,,coffee,1.0,,,2019-12-23,2.0,2019-12-24 8:36,0.0,4.0,2.0,2.0,,2019-12-24,2019-12-23 8:40,2019-12-24 3:22,Actigraph,99.38,66900,67320,420.0,2.0,3.5,2.228,0.0,2.228
25,25,108,2019-12-23 23:46,4.0,2.0,2.0,4.0,3.0,3.0,4.0,,,coffee,1.0,,,2019-12-23,2.0,2019-12-24 8:36,0.0,4.0,2.0,2.0,,2019-12-24,2019-12-24 5:08,2019-12-24 8:22,Actigraph,91.24,10620,11640,1020.0,10.0,1.7,9.794,0.0,9.794
26,26,108,2019-12-23 23:46,4.0,2.0,2.0,4.0,3.0,3.0,4.0,,,coffee,1.0,,,2019-12-23,2.0,2019-12-24 8:36,0.0,4.0,2.0,2.0,,2019-12-24,2019-12-24 8:41,2019-12-24 19:32,Actigraph,100.0,39060,39060,0.0,0.0,0.0,0.307,0.0,0.307
0,0,109,2019-12-07 22:09,3.0,2.0,1.0,4.0,2.0,3.0,4.0,tea,1.0,coffee,1.0,,,2019-12-07,3.0,2019-12-08 8:02,0.0,4.0,2.0,3.0,2.0,2019-12-08,2019-12-08 3:17,2019-12-08 6:15,Actigraph,88.76,9480,10680,1200.0,7.0,2.86,10.112,0.0,10.112
1,1,109,2019-12-08 21:20,3.0,2.0,2.0,4.0,3.0,2.0,4.0,,,,,,,2019-12-08,4.0,2019-12-09 7:59,9.0,2.0,3.0,3.0,,2019-12-09,2019-12-08 6:42,2019-12-09 2:53,Actigraph,99.01,71940,72660,720.0,3.0,4.0,0.661,25.0,25.661
2,2,109,2019-12-14 23:49,4.0,3.0,1.0,4.0,3.0,4.0,3.0,tea,1.0,coffee,1.0,,,2019-12-14,2.0,2019-12-15 9:43,5.0,4.0,2.0,2.0,2.0,2019-12-15,2019-12-14 11:32,2019-12-15 4:44,Actigraph,100.0,61920,61920,0.0,0.0,0.0,0.0,0.0,0.0
3,3,109,2019-12-14 23:49,4.0,3.0,1.0,4.0,3.0,4.0,3.0,tea,1.0,coffee,1.0,,,2019-12-14,2.0,2019-12-15 9:43,5.0,4.0,2.0,2.0,2.0,2019-12-15,2019-12-15 5:23,2019-12-15 9:31,Actigraph,91.53,13620,14880,1260.0,12.0,1.75,10.484,23.077,33.561
4,4,109,2019-12-15 22:53,2.0,1.0,2.0,4.0,2.0,2.0,4.0,,,coffee,1.0,,,2019-12-15,2.0,2019-12-16 8:06,5.0,4.0,2.0,2.0,,2019-12-16,2019-12-15 9:48,2019-12-16 7:18,Actigraph,98.06,75900,77400,1500.0,6.0,4.17,1.24,0.0,1.24
5,5,109,2019-12-16 20:45,2.0,2.0,2.0,4.0,2.0,3.0,4.0,,,,,,,2019-12-16,4.0,2019-12-17 9:13,0.0,4.0,4.0,4.0,,2019-12-17,2019-12-17 15:41,2019-12-17 18:50,Actigraph,99.47,11280,11340,60.0,1.0,1.0,1.058,0.0,1.058
6,6,109,2019-12-16 20:45,2.0,2.0,2.0,4.0,2.0,3.0,4.0,,,,,,,2019-12-16,4.0,2019-12-17 9:13,0.0,4.0,4.0,4.0,,2019-12-17,2019-12-17 20:16,2019-12-17 23:58,Actigraph,100.0,13320,13320,0.0,0.0,0.0,1.351,0.0,1.351
7,7,109,2019-12-19 23:22,5.0,4.0,2.0,4.0,1.0,2.0,4.0,,,,,,,2019-12-19,5.0,2019-12-20 11:02,9.0,4.0,5.0,5.0,,2019-12-20,2019-12-20 2:13,2019-12-20 8:55,Actigraph,87.81,21180,24120,2940.0,20.0,2.45,8.706,9.524,18.23
8,8,109,2019-12-20 23:08,4.0,4.0,2.0,4.0,3.0,2.0,4.0,,,,,,,2019-12-20,4.0,2019-12-21 7:44,0.0,4.0,4.0,4.0,,2019-12-21,2019-12-20 10:41,2019-12-21 1:43,Actigraph,99.0,53580,54120,540.0,2.0,4.5,1.109,0.0,1.109
9,9,109,2019-12-20 23:08,4.0,4.0,2.0,4.0,3.0,2.0,4.0,,,,,,,2019-12-20,4.0,2019-12-21 7:44,0.0,4.0,4.0,4.0,,2019-12-21,2019-12-21 1:54,2019-12-21 7:19,Actigraph,87.69,17100,19500,2400.0,15.0,2.67,10.154,12.5,22.654
0,0,110,2019-12-23 23:45,3.0,2.0,2.0,2.0,3.0,3.0,4.0,,,,,,,2019-12-23,4.0,2019-12-24 7:40,0.0,3.0,3.0,2.0,,2019-12-24,2019-12-24 10:24,2019-12-24 16:09,Actigraph,99.71,20640,20700,60.0,1.0,1.0,3.478,0.0,3.478
1,1,110,2019-12-25 23:47,4.0,5.0,1.0,3.0,3.0,3.0,3.0,,,,,,,2019-12-25,4.0,2019-12-26 8:18,3.0,2.0,3.0,3.0,,2019-12-26,2019-12-25 9:58,2019-12-26 1:06,Actigraph,98.79,53820,54480,660.0,3.0,3.67,1.101,25.0,26.101
2,2,110,2019-12-25 23:47,4.0,5.0,1.0,3.0,3.0,3.0,3.0,,,,,,,2019-12-25,4.0,2019-12-26 8:18,3.0,2.0,3.0,3.0,,2019-12-26,2019-12-26 1:17,2019-12-26 22:33,Actigraph,95.22,72900,76560,3660.0,23.0,2.65,3.056,12.5,15.556
3,3,110,2019-12-26 23:03,2.0,3.0,2.0,3.0,3.0,3.0,3.0,,,,,,,2019-12-26,3.0,2019-12-27 7:44,5.0,2.0,3.0,3.0,,2019-12-27,2019-12-26 23:10,2019-12-27 7:17,Actigraph,92.2,26940,29220,2280.0,16.0,2.38,11.91,11.765,23.675
4,4,110,2019-12-26 23:03,2.0,3.0,2.0,3.0,3.0,3.0,3.0,,,,,,,2019-12-26,3.0,2019-12-27 7:44,5.0,2.0,3.0,3.0,,2019-12-27,2019-12-27 8:17,2019-12-27 14:02,Actigraph,97.97,20280,20700,420.0,1.0,7.0,20.29,0.0,20.29
5,5,110,2019-12-26 23:03,2.0,3.0,2.0,3.0,3.0,3.0,3.0,,,,,,,2019-12-26,3.0,2019-12-27 7:44,5.0,2.0,3.0,3.0,,2019-12-27,2019-12-27 14:12,2019-12-27 17:13,Actigraph,80.66,8760,10860,2100.0,6.0,5.83,34.807,28.571,63.378
0,0,111,2019-12-05 23:31,2.0,3.0,1.0,2.0,2.0,2.0,2.0,coffee,1.0,,,soju,2.0,2019-12-05,2.0,2019-12-06 7:08,5.0,4.0,1.0,1.0,,2019-12-06,2019-12-05 7:52,2019-12-06 1:32,Actigraph,98.96,62940,63600,660.0,6.0,1.83,0.755,14.286,15.041
1,1,111,2019-12-05 23:31,2.0,3.0,1.0,2.0,2.0,2.0,2.0,coffee,1.0,,,soju,2.0,2019-12-05,2.0,2019-12-06 7:08,5.0,4.0,1.0,1.0,,2019-12-06,2019-12-06 1:42,2019-12-06 5:06,Actigraph,86.27,10560,12240,1680.0,7.0,4.0,11.765,0.0,11.765
2,2,111,2019-12-05 23:31,2.0,3.0,1.0,2.0,2.0,2.0,2.0,coffee,1.0,,,soju,2.0,2019-12-05,2.0,2019-12-06 7:08,5.0,4.0,1.0,1.0,,2019-12-06,2019-12-06 5:37,2019-12-06 23:38,Actigraph,96.85,62820,64860,2040.0,9.0,3.78,3.053,0.0,3.053
3,3,111,2019-12-06 23:11,4.0,2.0,2.0,4.0,3.0,3.0,4.0,coffee,1.0,,,,,2019-12-06,4.0,2019-12-07 9:25,0.0,4.0,4.0,3.0,,2019-12-07,2019-12-07 0:59,2019-12-07 7:02,Actigraph,86.78,18900,21780,2880.0,21.0,2.29,13.223,13.636,26.859
4,4,111,2019-12-06 23:11,4.0,2.0,2.0,4.0,3.0,3.0,4.0,coffee,1.0,,,,,2019-12-06,4.0,2019-12-07 9:25,0.0,4.0,4.0,3.0,,2019-12-07,2019-12-07 9:30,2019-12-07 23:46,Actigraph,99.42,51060,51360,300.0,2.0,2.5,0.35,33.333,33.683
5,5,111,2019-12-07 23:50,4.0,2.0,2.0,4.0,3.0,3.0,4.0,coffee,1.0,,,soju&beer,2.0,2019-12-07,2.0,2019-12-08 9:19,0.0,4.0,2.0,2.0,,2019-12-08,2019-12-08 2:14,2019-12-08 9:03,Actigraph,86.06,21120,24540,3420.0,28.0,2.04,11.247,20.69,31.937
6,6,111,2019-12-07 23:50,4.0,2.0,2.0,4.0,3.0,3.0,4.0,coffee,1.0,,,soju&beer,2.0,2019-12-07,2.0,2019-12-08 9:19,0.0,4.0,2.0,2.0,,2019-12-08,2019-12-08 12:10,2019-12-08 22:29,Actigraph,99.84,37080,37140,60.0,1.0,1.0,0.646,0.0,0.646
7,7,111,2019-12-08 23:45,3.0,2.0,2.0,4.0,3.0,4.0,4.0,coffee,1.0,coffee,1.0,,,2019-12-08,3.0,2019-12-09 7:52,0.0,2.0,1.0,3.0,2.0,2019-12-09,2019-12-09 1:00,2019-12-09 8:11,Actigraph,84.69,21900,25860,3960.0,31.0,2.13,14.849,18.75,33.599
8,8,111,2019-12-08 23:45,3.0,2.0,2.0,4.0,3.0,4.0,4.0,coffee,1.0,coffee,1.0,,,2019-12-08,3.0,2019-12-09 7:52,0.0,2.0,1.0,3.0,2.0,2019-12-09,2019-12-09 9:50,2019-12-09 21:54,Actigraph,99.72,43320,43440,120.0,2.0,1.0,3.039,0.0,3.039
9,9,111,2019-12-10 23:07,3.0,1.0,2.0,4.0,3.0,3.0,4.0,coffee,1.0,,,,,2019-12-10,4.0,2019-12-11 8:47,0.0,4.0,2.0,2.0,,2019-12-11,2019-12-10 9:21,2019-12-11 0:26,Actigraph,99.56,54060,54300,240.0,3.0,1.33,0.773,0.0,0.773
10,10,111,2019-12-10 23:07,3.0,1.0,2.0,4.0,3.0,3.0,4.0,coffee,1.0,,,,,2019-12-10,4.0,2019-12-11 8:47,0.0,4.0,2.0,2.0,,2019-12-11,2019-12-11 2:08,2019-12-11 8:13,Actigraph,84.93,18600,21900,3300.0,34.0,1.62,15.342,5.714,21.056
11,11,111,2019-12-12 23:38,2.0,2.0,2.0,4.0,3.0,3.0,4.0,coffee,1.0,,,,,2019-12-12,3.0,2019-12-13 11:03,0.0,4.0,2.0,2.0,,2019-12-13,2019-12-13 1:02,2019-12-13 7:58,Actigraph,90.14,22500,24960,2460.0,18.0,2.28,12.5,5.263,17.763
12,12,111,2019-12-12 23:38,2.0,2.0,2.0,4.0,3.0,3.0,4.0,coffee,1.0,,,,,2019-12-12,3.0,2019-12-13 11:03,0.0,4.0,2.0,2.0,,2019-12-13,2019-12-13 9:34,2019-12-13 13:32,Actigraph,99.58,14220,14280,60.0,1.0,1.0,2.101,0.0,2.101
13,13,111,2019-12-12 23:38,2.0,2.0,2.0,4.0,3.0,3.0,4.0,coffee,1.0,,,,,2019-12-12,3.0,2019-12-13 11:03,0.0,4.0,2.0,2.0,,2019-12-13,2019-12-13 17:00,2019-12-13 21:51,Actigraph,100.0,17460,17460,0.0,0.0,0.0,0.0,0.0,0.0
